payment_id,created_at,status,method,amount,error_code,error_description,email,phone,currency
pay_10218,2026-07-14T15:09:00Z,failed,card,8463.89,UPI_COLLECT_EXPIRED,UPI collect request expired,simran.iyer@example.com,919837540722,INR
pay_10219,2026-05-16T15:26:00Z,captured,upi,142127.44,,Payment captured successfully,tanvi.jain@example.com,919821395409,INR
pay_10220,2026-05-29T11:32:00Z,captured,card,1299.25,,Payment captured successfully,yash.malhotra@example.com,919853788744,INR
pay_10221,2026-03-23T22:17:00Z,captured,card,18813.94,,Payment captured successfully,akash.iyer@example.com,919881930575,INR
pay_10222,2026-04-02T14:28:00Z,failed,card,132638.67,CARD_EXPIRED,Card has expired,manav.malhotra@example.com,919878915391,INR
pay_10223,2026-01-13T17:16:00Z,captured,upi,338.09,,Payment captured successfully,aditya.iyer@example.com,919811604831,INR
pay_10224,2026-01-16T15:08:00Z,failed,card,519.47,LIMIT_EXCEEDED,Transaction limit exceeded,aditya.mehta@example.com,919854499873,INR
pay_10225,2026-02-01T09:29:00Z,failed,card,32363.93,REPEATED_FAILURE,Repeated consecutive failure on this instrument,riya.kulkarni@example.com,919869862640,INR
pay_10226,2026-08-15T12:02:00Z,captured,upi,692.58,,Payment captured successfully,aditya.khan@example.com,919836770773,INR
pay_10227,2026-06-14T15:40:00Z,captured,netbanking,39967.26,,Payment captured successfully,rajat.chavan@example.com,919853165014,INR
pay_10228,2026-04-10T16:11:00Z,captured,card,24832.36,,Payment captured successfully,avni.joshi@example.com,919831424479,INR
pay_10229,2026-01-26T15:42:00Z,captured,card,144780.25,,Payment captured successfully,harsh.verma@example.com,919833315234,INR
pay_10230,2026-02-15T15:37:00Z,captured,card,85168.21,,Payment captured successfully,rajat.singh@example.com,919876065552,INR
pay_10231,2026-05-19T17:11:00Z,failed,upi,50068.35,NETWORK_TIMEOUT,Payment network timed out,neha.gupta@example.com,919817993466,INR
pay_10232,2026-01-06T12:37:00Z,captured,upi,27770.78,,Payment captured successfully,aditi.deshmukh@example.com,919853299069,INR
pay_10233,2026-02-04T13:46:00Z,captured,netbanking,146874.29,,Payment captured successfully,siddharth.sharma@example.com,919889047551,INR
pay_10234,2026-07-28T13:24:00Z,captured,card,48206.63,,Payment captured successfully,rajat.rao@example.com,919834438599,INR
pay_10235,2026-06-04T18:58:00Z,failed,upi,688.1,UPI_COLLECT_EXPIRED,UPI collect request expired,aditi.jain@example.com,919811529494,INR
pay_10236,2026-03-09T14:15:00Z,captured,upi,16685.11,,Payment captured successfully,akash.bhosale@example.com,919860829941,INR
pay_10237,2026-03-31T20:06:00Z,captured,upi,829.98,,Payment captured successfully,yash.kulkarni@example.com,919824055958,INR
pay_10238,2026-01-19T18:10:00Z,captured,netbanking,83795.06,,Payment captured successfully,priya.khan@example.com,919897729428,INR
pay_10239,2026-02-12T21:10:00Z,captured,card,142557.36,,Payment captured successfully,varun.deshmukh@example.com,919841883191,INR
pay_10240,2026-01-25T09:25:00Z,captured,upi,79454.94,,Payment captured successfully,vikram.shah@example.com,919837776759,INR
pay_10241,2026-02-13T17:05:00Z,captured,card,76500.44,,Payment captured successfully,tanvi.malhotra@example.com,919859580252,INR
pay_10242,2026-02-17T22:02:00Z,failed,card,571.05,FRAUD_SUSPECTED,Transaction flagged for risk review,akash.mishra@example.com,919840536245,INR
pay_10243,2026-05-22T09:53:00Z,captured,card,4861.55,,Payment captured successfully,ananya.malhotra@example.com,919814661179,INR
pay_10244,2026-05-09T12:07:00Z,captured,netbanking,558.23,,Payment captured successfully,diya.singh@example.com,919894184877,INR
pay_10245,2026-02-07T16:20:00Z,captured,netbanking,8880.6,,Payment captured successfully,aarav.reddy@example.com,919893625419,INR
pay_10246,2026-05-31T21:07:00Z,captured,card,142492.82,,Payment captured successfully,varun.pawar@example.com,919856153339,INR
pay_10247,2026-08-13T21:16:00Z,captured,card,64385.27,,Payment captured successfully,shreya.rao@example.com,919863122402,INR
pay_10248,2026-08-16T18:44:00Z,captured,card,13969.42,,Payment captured successfully,nandini.reddy@example.com,919823182514,INR
pay_10249,2026-08-11T15:08:00Z,failed,card,793.98,REPEATED_FAILURE,Repeated consecutive failure on this instrument,akash.naik@example.com,919875023164,INR
pay_10250,2026-07-14T19:52:00Z,captured,card,128051.64,,Payment captured successfully,priya.nair@example.com,919835872271,INR
pay_10251,2026-08-13T14:53:00Z,captured,card,21968.64,,Payment captured successfully,meera.sharma@example.com,919814102122,INR
pay_10252,2026-03-03T19:31:00Z,captured,upi,10868.22,,Payment captured successfully,ananya.deshmukh@example.com,919813684342,INR
pay_10253,2026-04-09T09:10:00Z,captured,netbanking,22878.7,,Payment captured successfully,aarav.bhosale@example.com,919827758896,INR
pay_10254,2026-06-15T13:38:00Z,captured,upi,14429.11,,Payment captured successfully,harsh.verma@example.com,919871605671,INR
pay_10255,2026-03-06T14:29:00Z,captured,card,10844.29,,Payment captured successfully,mohit.saxena@example.com,919847940248,INR
pay_10256,2026-03-18T11:30:00Z,failed,card,13614.05,INVALID_CVV,Card verification failed,mohit.malhotra@example.com,919898654879,INR
pay_10257,2026-03-23T12:46:00Z,captured,card,123673.21,,Payment captured successfully,rajat.singh@example.com,919856059101,INR
pay_10258,2026-07-05T15:43:00Z,failed,upi,134541.92,AUTH_FAILURE,Authentication required by bank,nikhil.naik@example.com,919885031958,INR
pay_10259,2026-07-15T13:43:00Z,captured,netbanking,7233.06,,Payment captured successfully,avni.deshmukh@example.com,919872244897,INR
pay_10260,2026-08-06T11:30:00Z,captured,card,706.52,,Payment captured successfully,harsh.chavan@example.com,919850044631,INR
pay_10261,2026-04-16T09:55:00Z,failed,netbanking,34928.56,CUSTOMER_CANCELLED,Customer cancelled the payment,nandini.gupta@example.com,919894695784,INR
pay_10262,2026-02-15T18:40:00Z,failed,card,560.64,ACCOUNT_BLOCKED,Bank account or card is blocked,shreya.khan@example.com,919874075580,INR
pay_10263,2026-04-09T08:02:00Z,captured,upi,783.53,,Payment captured successfully,pooja.joshi@example.com,919856217844,INR
pay_10264,2026-03-21T12:06:00Z,captured,card,79082.78,,Payment captured successfully,aditi.khan@example.com,919827956913,INR
pay_10265,2026-03-29T23:22:00Z,failed,upi,4626.67,INSUFFICIENT_FUNDS,Insufficient funds in account,rahul.iyer@example.com,919859203071,INR
pay_10266,2026-07-02T09:24:00Z,failed,netbanking,403.63,AUTH_FAILURE,Authentication required by bank,harsh.iyer@example.com,919883454998,INR
pay_10267,2026-03-06T23:44:00Z,captured,card,8010.86,,Payment captured successfully,aditya.khan@example.com,919824081350,INR
pay_10268,2026-05-11T11:18:00Z,captured,card,1794.39,,Payment captured successfully,akash.deshmukh@example.com,919831524980,INR
pay_10269,2026-01-11T23:58:00Z,captured,card,140688.0,,Payment captured successfully,ishita.mehta@example.com,919878679929,INR
pay_10270,2026-01-20T11:57:00Z,captured,card,4953.68,,Payment captured successfully,varun.verma@example.com,919851970837,INR
pay_10271,2026-04-20T11:06:00Z,captured,netbanking,37651.3,,Payment captured successfully,riya.naik@example.com,919822475714,INR
pay_10272,2026-04-06T18:11:00Z,captured,card,39145.9,,Payment captured successfully,rahul.iyer@example.com,919827785402,INR
pay_10273,2026-06-28T09:54:00Z,captured,card,38743.08,,Payment captured successfully,anushka.shah@example.com,919827536261,INR
pay_10274,2026-05-04T23:07:00Z,captured,netbanking,136833.23,,Payment captured successfully,rajat.naik@example.com,919885834657,INR
pay_10275,2026-02-27T18:33:00Z,failed,upi,23699.95,UPI_COLLECT_EXPIRED,UPI collect request expired,abhishek.bhosale@example.com,919876549837,INR
pay_10276,2026-08-11T13:04:00Z,captured,upi,32742.02,,Payment captured successfully,pooja.mehta@example.com,919871618633,INR
pay_10277,2026-04-24T22:05:00Z,failed,netbanking,37867.4,INSUFFICIENT_FUNDS,Insufficient funds in account,mohit.saxena@example.com,919895568918,INR
pay_10278,2026-03-19T14:41:00Z,captured,upi,95446.0,,Payment captured successfully,mohit.bhosale@example.com,919898203489,INR
pay_10279,2026-04-04T22:07:00Z,captured,card,129991.27,,Payment captured successfully,vikram.rao@example.com,919832032560,INR
pay_10280,2026-05-07T12:52:00Z,failed,upi,21563.83,REPEATED_FAILURE,Repeated consecutive failure on this instrument,vikram.khan@example.com,919816241172,INR
pay_10281,2026-08-26T11:49:00Z,captured,netbanking,564.91,,Payment captured successfully,diya.mishra@example.com,919874818030,INR
pay_10282,2026-08-25T13:44:00Z,captured,upi,138269.59,,Payment captured successfully,akash.saxena@example.com,919843318046,INR
pay_10283,2026-03-12T20:21:00Z,captured,netbanking,9127.04,,Payment captured successfully,isha.gupta@example.com,919884300459,INR
pay_10284,2026-06-11T14:12:00Z,captured,card,3745.76,,Payment captured successfully,yash.reddy@example.com,919825489430,INR
pay_10285,2026-07-14T19:35:00Z,captured,upi,9174.36,,Payment captured successfully,diya.shah@example.com,919880159631,INR
pay_10286,2026-01-28T08:24:00Z,failed,card,12501.1,CARD_EXPIRED,Card has expired,varun.singh@example.com,919882634888,INR
pay_10287,2026-01-09T19:52:00Z,failed,card,22850.53,BANK_DECLINED,Bank declined the transaction,sneha.malhotra@example.com,919862016704,INR
pay_10288,2026-04-17T18:35:00Z,captured,card,1812.15,,Payment captured successfully,tanvi.mishra@example.com,919883365441,INR
pay_10289,2026-07-09T14:49:00Z,failed,upi,146247.52,CARD_EXPIRED,Card has expired,isha.kulkarni@example.com,919827457234,INR
pay_10290,2026-02-11T16:00:00Z,captured,card,55085.54,,Payment captured successfully,simran.bhosale@example.com,919886863404,INR
pay_10291,2026-05-21T19:04:00Z,captured,upi,17386.11,,Payment captured successfully,shreya.mehta@example.com,919856896070,INR
pay_10292,2026-02-26T14:42:00Z,failed,card,487.64,FRAUD_SUSPECTED,Transaction flagged for risk review,anushka.saxena@example.com,919842725927,INR
pay_10293,2026-01-11T18:24:00Z,captured,netbanking,10401.83,,Payment captured successfully,abhishek.jain@example.com,919875337822,INR
pay_10294,2026-01-12T17:57:00Z,failed,upi,127331.85,BANK_DECLINED,Issuer bank declined the transaction,kavya.sharma@example.com,919866936428,INR
pay_10295,2026-08-02T11:13:00Z,failed,upi,4903.92,UPI_COLLECT_EXPIRED,UPI collect request expired,sneha.nair@example.com,919843810519,INR
pay_10296,2026-05-23T10:36:00Z,captured,upi,29155.28,,Payment captured successfully,dev.shah@example.com,919896090303,INR
pay_10297,2026-07-04T10:48:00Z,captured,upi,8576.64,,Payment captured successfully,varun.jain@example.com,919861192463,INR
pay_10298,2026-04-12T08:30:00Z,captured,card,3986.27,,Payment captured successfully,tanvi.shah@example.com,919884292758,INR
pay_10299,2026-08-12T12:07:00Z,failed,card,10474.71,CARD_EXPIRED,Card has expired,anushka.kulkarni@example.com,919836082023,INR
pay_10300,2026-01-30T13:42:00Z,failed,upi,96126.52,UPI_COLLECT_EXPIRED,UPI collect request expired,avni.bhosale@example.com,919854406060,INR
pay_10301,2026-04-02T12:42:00Z,captured,upi,95064.6,,Payment captured successfully,avni.patel@example.com,919885907105,INR
pay_10302,2026-05-26T19:51:00Z,captured,card,22753.18,,Payment captured successfully,tanvi.patel@example.com,919854501625,INR
pay_10303,2026-08-13T23:29:00Z,captured,card,6088.22,,Payment captured successfully,aditya.pawar@example.com,919836364647,INR
pay_10304,2026-03-09T10:46:00Z,failed,card,90513.45,CARD_EXPIRED,Card has expired,dev.pawar@example.com,919873364719,INR
pay_10305,2026-06-17T12:23:00Z,captured,card,912.15,,Payment captured successfully,abhishek.shah@example.com,919898943201,INR
pay_10306,2026-03-03T13:48:00Z,captured,upi,38078.81,,Payment captured successfully,rohan.joshi@example.com,919875450221,INR
pay_10307,2026-03-01T10:16:00Z,captured,card,27643.44,,Payment captured successfully,rohan.agarwal@example.com,919853496088,INR
pay_10308,2026-01-27T16:53:00Z,captured,upi,661.91,,Payment captured successfully,harsh.joshi@example.com,919879306247,INR
pay_10309,2026-04-14T19:52:00Z,failed,netbanking,2927.96,AUTH_FAILURE,Authentication required by bank,rahul.verma@example.com,919890801793,INR
pay_10310,2026-07-03T11:42:00Z,captured,card,3880.3,,Payment captured successfully,akash.shah@example.com,919842704875,INR
pay_10311,2026-01-12T12:36:00Z,captured,upi,3050.06,,Payment captured successfully,shreya.saxena@example.com,919885645742,INR
pay_10312,2026-06-13T08:56:00Z,failed,upi,30721.67,ACCOUNT_BLOCKED,Bank account or card is blocked,avni.nair@example.com,919893646063,INR
pay_10313,2026-06-18T16:10:00Z,failed,upi,473.14,ACCOUNT_BLOCKED,Bank account or card is blocked,mohit.iyer@example.com,919833813202,INR
pay_10314,2026-05-02T09:56:00Z,captured,upi,601.66,,Payment captured successfully,diya.chavan@example.com,919866463253,INR
pay_10315,2026-04-05T09:44:00Z,failed,upi,108904.81,UPI_COLLECT_EXPIRED,UPI collect request expired,ananya.deshmukh@example.com,919890301439,INR
pay_10316,2026-08-13T21:16:00Z,captured,card,4156.9,,Payment captured successfully,yash.khan@example.com,919858623028,INR
pay_10317,2026-01-28T12:27:00Z,captured,upi,27797.18,,Payment captured successfully,akash.pawar@example.com,919884834795,INR
pay_10318,2026-05-04T13:23:00Z,captured,upi,4953.04,,Payment captured successfully,meera.naik@example.com,919840839382,INR
pay_10319,2026-04-25T13:06:00Z,captured,card,2353.41,,Payment captured successfully,aarav.mehta@example.com,919829505652,INR
pay_10320,2026-05-01T21:05:00Z,captured,card,148444.81,,Payment captured successfully,varun.reddy@example.com,919890191410,INR
pay_10321,2026-01-15T13:40:00Z,captured,upi,69474.65,,Payment captured successfully,siddharth.saxena@example.com,919832747608,INR
pay_10322,2026-06-22T09:23:00Z,captured,card,42287.77,,Payment captured successfully,arjun.chavan@example.com,919812062459,INR
pay_10323,2026-07-08T10:58:00Z,failed,card,14149.17,REPEATED_FAILURE,Repeated consecutive failure on this instrument,shreya.mishra@example.com,919810624307,INR
pay_10324,2026-03-08T13:26:00Z,captured,upi,8399.32,,Payment captured successfully,rajat.kulkarni@example.com,919869427400,INR
pay_10325,2026-04-07T23:49:00Z,failed,card,46377.44,GATEWAY_ERROR,Issuer bank declined the transaction,siddharth.sharma@example.com,919840860700,INR
pay_10326,2026-07-24T18:26:00Z,failed,netbanking,13320.94,CUSTOMER_CANCELLED,Customer cancelled the payment,manav.singh@example.com,919887002404,INR
pay_10327,2026-03-10T13:47:00Z,failed,upi,2995.5,INVALID_CVV,Card verification failed,manav.patel@example.com,919824319594,INR
pay_10328,2026-01-31T10:43:00Z,captured,netbanking,13570.04,,Payment captured successfully,nandini.mishra@example.com,919846874043,INR
pay_10329,2026-05-06T13:48:00Z,captured,netbanking,16895.13,,Payment captured successfully,rohan.chavan@example.com,919856612335,INR
pay_10330,2026-04-11T13:29:00Z,failed,netbanking,71075.24,FRAUD_SUSPECTED,Transaction flagged for risk review,nikhil.nair@example.com,919883626933,INR
pay_10331,2026-03-09T15:17:00Z,captured,card,9987.2,,Payment captured successfully,shreya.kulkarni@example.com,919870495821,INR
pay_10332,2026-02-16T12:36:00Z,failed,upi,3882.54,NETWORK_TIMEOUT,Payment network timed out,aarav.nair@example.com,919866575546,INR
pay_10333,2026-05-08T12:57:00Z,failed,upi,106213.85,AUTH_FAILURE,Authentication required by bank,sneha.singh@example.com,919844130183,INR
pay_10334,2026-05-02T11:28:00Z,failed,upi,43349.75,REPEATED_FAILURE,Repeated consecutive failure on this instrument,dev.nair@example.com,919848199537,INR
pay_10335,2026-04-01T18:43:00Z,captured,upi,2787.27,,Payment captured successfully,aditi.khan@example.com,919894728082,INR
pay_10336,2026-06-06T20:54:00Z,captured,netbanking,121043.35,,Payment captured successfully,riya.jain@example.com,919858743159,INR
pay_10337,2026-07-11T22:26:00Z,failed,card,882.37,INSUFFICIENT_FUNDS,Insufficient funds in account,raj.pawar@example.com,919817224328,INR
pay_10338,2026-01-07T20:33:00Z,failed,upi,6552.59,BANK_DECLINED,Bank declined the transaction,aditya.patel@example.com,919880698159,INR
pay_10339,2026-08-03T13:01:00Z,captured,card,13641.55,,Payment captured successfully,aditya.reddy@example.com,919882381952,INR
pay_10340,2026-02-15T22:40:00Z,captured,upi,33681.91,,Payment captured successfully,ananya.jain@example.com,919851321368,INR
pay_10341,2026-04-04T21:16:00Z,failed,card,78676.22,SERVICE_UNAVAILABLE,Payment service temporarily unavailable,raj.deshmukh@example.com,919811225756,INR
pay_10342,2026-07-16T21:51:00Z,failed,card,29410.34,UPI_COLLECT_EXPIRED,UPI collect request expired,siddharth.kulkarni@example.com,919820631350,INR
pay_10343,2026-04-19T15:33:00Z,captured,upi,11845.72,,Payment captured successfully,karan.nair@example.com,919828337367,INR
pay_10344,2026-03-16T11:40:00Z,failed,card,65214.93,CARD_EXPIRED,Card has expired,om.naik@example.com,919811101134,INR
pay_10345,2026-03-01T10:09:00Z,captured,card,372.75,,Payment captured successfully,ishita.rao@example.com,919845769504,INR
pay_10346,2026-07-18T20:04:00Z,captured,upi,4581.9,,Payment captured successfully,om.joshi@example.com,919814497675,INR
pay_10347,2026-02-20T22:47:00Z,failed,upi,9727.78,CARD_EXPIRED,Card has expired,isha.chavan@example.com,919826393556,INR
pay_10348,2026-03-06T23:40:00Z,captured,card,49063.62,,Payment captured successfully,rahul.kulkarni@example.com,919888476684,INR
pay_10349,2026-01-31T20:50:00Z,failed,card,974.07,INVALID_CVV,Card verification failed,sneha.rao@example.com,919857716774,INR
pay_10350,2026-06-15T12:44:00Z,captured,upi,8167.08,,Payment captured successfully,om.naik@example.com,919835899364,INR
pay_10351,2026-01-06T20:22:00Z,failed,upi,34565.31,CUSTOMER_CANCELLED,Customer cancelled the payment,yash.naik@example.com,919872866875,INR
pay_10352,2026-03-12T13:04:00Z,captured,upi,127591.79,,Payment captured successfully,neha.shah@example.com,919893179370,INR
pay_10353,2026-08-08T19:49:00Z,captured,upi,43665.92,,Payment captured successfully,ishita.saxena@example.com,919848000942,INR
pay_10354,2026-03-24T21:41:00Z,failed,card,276.01,INSUFFICIENT_FUNDS,Insufficient funds in account,rajat.agarwal@example.com,919862156850,INR
pay_10355,2026-06-18T23:33:00Z,captured,upi,1196.29,,Payment captured successfully,ananya.jain@example.com,919895753950,INR
pay_10356,2026-01-16T19:35:00Z,failed,upi,111693.33,GATEWAY_ERROR,Issuer bank declined the transaction,karan.singh@example.com,919879724133,INR
pay_10357,2026-01-25T11:46:00Z,captured,card,144750.33,,Payment captured successfully,akash.naik@example.com,919824161873,INR
pay_10358,2026-07-16T19:43:00Z,captured,card,6667.93,,Payment captured successfully,dev.saxena@example.com,919869460086,INR
pay_10359,2026-04-01T18:35:00Z,failed,netbanking,122586.77,REPEATED_FAILURE,Repeated consecutive failure on this instrument,isha.naik@example.com,919844103265,INR
pay_10360,2026-04-03T22:28:00Z,failed,netbanking,7844.54,BANK_DECLINED,Bank declined the transaction,priya.reddy@example.com,919847038339,INR
pay_10361,2026-08-24T12:06:00Z,failed,card,8670.46,UPI_COLLECT_EXPIRED,UPI collect request expired,kavya.naik@example.com,919820361818,INR
pay_10362,2026-07-05T18:50:00Z,failed,upi,12027.78,UPI_COLLECT_EXPIRED,UPI collect request expired,aditi.verma@example.com,919868291349,INR
pay_10363,2026-04-17T11:55:00Z,captured,upi,797.14,,Payment captured successfully,rohan.gupta@example.com,919882468141,INR
pay_10364,2026-05-25T12:20:00Z,captured,upi,94561.62,,Payment captured successfully,ananya.joshi@example.com,919867973424,INR
pay_10365,2026-03-16T20:09:00Z,captured,card,58507.9,,Payment captured successfully,aditya.patel@example.com,919874548325,INR
pay_10366,2026-05-24T14:31:00Z,captured,card,14969.79,,Payment captured successfully,yash.sharma@example.com,919887311859,INR
pay_10367,2026-01-23T11:42:00Z,captured,card,1761.77,,Payment captured successfully,anushka.jain@example.com,919893642093,INR
pay_10368,2026-02-07T22:02:00Z,failed,netbanking,385.79,NETWORK_TIMEOUT,Payment network timed out,varun.shah@example.com,919856073103,INR
pay_10369,2026-06-27T11:19:00Z,captured,card,10379.52,,Payment captured successfully,anushka.naik@example.com,919828971329,INR
pay_10370,2026-06-27T08:24:00Z,captured,upi,128918.85,,Payment captured successfully,mihika.agarwal@example.com,919811118594,INR
pay_10371,2026-01-18T20:42:00Z,failed,card,15667.72,UPI_COLLECT_EXPIRED,UPI collect request expired,vikram.gupta@example.com,919875050252,INR
pay_10372,2026-08-10T10:11:00Z,captured,card,12123.98,,Payment captured successfully,shreya.naik@example.com,919831072888,INR
pay_10373,2026-01-05T19:43:00Z,captured,card,14781.46,,Payment captured successfully,priya.pawar@example.com,919847606981,INR
pay_10374,2026-02-27T12:21:00Z,captured,netbanking,1351.09,,Payment captured successfully,rajat.patel@example.com,919867239162,INR
pay_10375,2026-03-21T18:28:00Z,captured,upi,10413.0,,Payment captured successfully,sakshi.patel@example.com,919867722252,INR
pay_10376,2026-08-21T12:41:00Z,captured,netbanking,10572.85,,Payment captured successfully,ishita.naik@example.com,919813957187,INR
pay_10377,2026-07-15T18:56:00Z,failed,netbanking,12455.35,AUTH_FAILURE,Authentication required by bank,priya.saxena@example.com,919892805158,INR
pay_10378,2026-03-10T15:38:00Z,captured,card,100232.46,,Payment captured successfully,tanvi.nair@example.com,919862004039,INR
pay_10379,2026-05-06T23:08:00Z,captured,card,2633.95,,Payment captured successfully,arjun.singh@example.com,919818876667,INR
pay_10380,2026-02-15T22:55:00Z,captured,upi,127621.47,,Payment captured successfully,harsh.naik@example.com,919851996390,INR
pay_10381,2026-04-11T09:33:00Z,captured,card,564.52,,Payment captured successfully,sakshi.agarwal@example.com,919816616323,INR
pay_10382,2026-02-18T17:28:00Z,captured,card,442.64,,Payment captured successfully,ishita.jain@example.com,919896718276,INR
pay_10383,2026-04-26T10:46:00Z,captured,upi,13942.39,,Payment captured successfully,neha.jain@example.com,919889230801,INR
pay_10384,2026-08-18T14:56:00Z,failed,card,399.07,INVALID_DETAILS,Payment details were invalid,ananya.chavan@example.com,919861551334,INR
pay_10385,2026-07-06T13:24:00Z,captured,upi,1683.37,,Payment captured successfully,neha.reddy@example.com,919816886777,INR
pay_10386,2026-04-18T17:19:00Z,captured,upi,967.77,,Payment captured successfully,nikhil.shah@example.com,919871557975,INR
pay_10387,2026-05-08T23:34:00Z,failed,upi,38080.81,BANK_DECLINED,Issuer bank declined the transaction,riya.saxena@example.com,919894374018,INR
pay_10388,2026-05-23T14:03:00Z,captured,card,107809.27,,Payment captured successfully,ananya.rao@example.com,919824614652,INR
pay_10389,2026-04-17T13:10:00Z,captured,upi,42554.98,,Payment captured successfully,tanvi.rao@example.com,919822499198,INR
pay_10390,2026-07-16T17:20:00Z,failed,card,1270.6,LIMIT_EXCEEDED,Transaction limit exceeded,akash.chavan@example.com,919838164968,INR
pay_10391,2026-06-28T14:39:00Z,captured,card,122407.41,,Payment captured successfully,varun.khan@example.com,919891717739,INR
pay_10392,2026-08-06T18:16:00Z,captured,upi,34691.64,,Payment captured successfully,neha.saxena@example.com,919841235369,INR
pay_10393,2026-07-01T17:12:00Z,captured,card,44681.59,,Payment captured successfully,aditi.verma@example.com,919885217695,INR
pay_10394,2026-07-26T14:00:00Z,failed,upi,751.01,DUPLICATE_PAYMENT,Duplicate payment detected,rajat.saxena@example.com,919813908068,INR
pay_10395,2026-08-02T13:12:00Z,failed,card,42903.11,INVALID_DETAILS,Payment details were invalid,dev.gupta@example.com,919872071682,INR
pay_10396,2026-07-20T21:59:00Z,captured,upi,2197.08,,Payment captured successfully,aditi.verma@example.com,919818886963,INR
pay_10397,2026-02-08T16:53:00Z,failed,card,88956.63,BANK_DECLINED,Bank declined the transaction,yash.reddy@example.com,919814245067,INR
pay_10398,2026-03-11T21:05:00Z,captured,upi,389.11,,Payment captured successfully,rohan.singh@example.com,919822429114,INR
pay_10399,2026-04-24T08:51:00Z,failed,upi,14235.44,AUTH_FAILURE,Authentication required by bank,sakshi.sharma@example.com,919827812995,INR
pay_10400,2026-02-22T09:29:00Z,captured,card,890.85,,Payment captured successfully,rohan.iyer@example.com,919879870757,INR
pay_10401,2026-07-16T17:01:00Z,captured,upi,8208.48,,Payment captured successfully,meera.kulkarni@example.com,919830041488,INR
pay_10402,2026-02-10T16:07:00Z,captured,card,3055.73,,Payment captured successfully,varun.mishra@example.com,919842859865,INR
pay_10403,2026-02-13T10:19:00Z,captured,upi,469.99,,Payment captured successfully,ananya.khan@example.com,919862602177,INR
pay_10404,2026-02-15T22:39:00Z,captured,card,43324.68,,Payment captured successfully,ananya.reddy@example.com,919872850928,INR
pay_10405,2026-01-25T22:19:00Z,captured,upi,136109.63,,Payment captured successfully,tanvi.malhotra@example.com,919834609232,INR
pay_10406,2026-06-29T18:50:00Z,captured,netbanking,2949.54,,Payment captured successfully,manav.saxena@example.com,919887132010,INR
pay_10407,2026-02-02T11:25:00Z,captured,upi,42734.29,,Payment captured successfully,pooja.saxena@example.com,919842707660,INR
pay_10408,2026-05-21T13:30:00Z,captured,card,10909.11,,Payment captured successfully,pooja.nair@example.com,919898934311,INR
pay_10409,2026-06-21T10:47:00Z,failed,netbanking,31201.33,AUTH_FAILURE,Authentication required by bank,mohit.malhotra@example.com,919853943990,INR
pay_10410,2026-05-07T09:05:00Z,captured,card,3322.49,,Payment captured successfully,varun.malhotra@example.com,919892620697,INR
pay_10411,2026-05-28T22:12:00Z,captured,card,38783.88,,Payment captured successfully,manav.mehta@example.com,919888212291,INR
pay_10412,2026-01-03T20:54:00Z,failed,card,10488.3,BANK_DECLINED,Bank declined the transaction,pooja.khan@example.com,919889210454,INR
pay_10413,2026-04-11T18:45:00Z,captured,card,31620.02,,Payment captured successfully,tanvi.khan@example.com,919830705405,INR
pay_10414,2026-03-15T12:08:00Z,failed,card,1575.84,ACCOUNT_BLOCKED,Bank account or card is blocked,mohit.khan@example.com,919893650995,INR
pay_10415,2026-02-16T22:32:00Z,captured,card,29866.59,,Payment captured successfully,pooja.reddy@example.com,919877340900,INR
pay_10416,2026-03-10T21:59:00Z,captured,upi,39670.18,,Payment captured successfully,ananya.patel@example.com,919880653292,INR
pay_10417,2026-08-08T16:29:00Z,captured,upi,617.69,,Payment captured successfully,dev.mishra@example.com,919851943002,INR
pay_10418,2026-06-06T09:57:00Z,captured,card,31422.66,,Payment captured successfully,varun.deshmukh@example.com,919832482565,INR
pay_10419,2026-01-10T17:46:00Z,captured,upi,10780.83,,Payment captured successfully,anushka.shah@example.com,919848495745,INR
pay_10420,2026-05-05T10:08:00Z,captured,upi,880.16,,Payment captured successfully,mohit.nair@example.com,919889426041,INR
pay_10421,2026-07-09T12:42:00Z,captured,card,845.27,,Payment captured successfully,ananya.patel@example.com,919889932574,INR
pay_10422,2026-07-30T12:53:00Z,captured,upi,4080.7,,Payment captured successfully,manav.rao@example.com,919896202825,INR
pay_10423,2026-03-09T11:03:00Z,captured,card,41334.22,,Payment captured successfully,harsh.bhosale@example.com,919845248951,INR
pay_10424,2026-02-07T21:00:00Z,captured,card,836.85,,Payment captured successfully,manav.khan@example.com,919891937985,INR
pay_10425,2026-08-24T16:21:00Z,captured,card,2021.12,,Payment captured successfully,avni.singh@example.com,919879786819,INR
pay_10426,2026-03-28T13:20:00Z,captured,upi,18419.36,,Payment captured successfully,varun.kulkarni@example.com,919835914696,INR
pay_10427,2026-01-09T08:39:00Z,failed,card,949.8,NETWORK_TIMEOUT,Payment network timed out,rajat.nair@example.com,919824877375,INR
pay_10428,2026-06-28T13:16:00Z,captured,card,9533.98,,Payment captured successfully,karan.kulkarni@example.com,919818373492,INR
pay_10429,2026-04-08T20:21:00Z,captured,netbanking,4250.39,,Payment captured successfully,neha.agarwal@example.com,919876042812,INR
pay_10430,2026-01-28T12:34:00Z,failed,upi,373.71,LIMIT_EXCEEDED,Transaction limit exceeded,priya.bhosale@example.com,919829978882,INR
pay_10431,2026-06-17T08:59:00Z,captured,card,28696.17,,Payment captured successfully,shreya.naik@example.com,919819408620,INR
